"","p_cntrl2730","p_cncr5987","p_cntrl5081","p_cncr1718","p_cncr2573","p_cncr2035","p_cntrl2972","p_cncr6812","p_cntrl9873","p_cncr4188","p_cncr9002","p_cncr9466","p_cncr8865","p_cntrl5767","p_cncr2978","p_cntrl6376","p_cntrl8387","p_cncr3595","p_cncr4026","p_cncr9591","p_cntrl8413","p_cncr9070","p_cncr6166","p_cncr1817","p_cntrl6666","p_cncr2162","p_cncr1856","p_cncr2882","p_cncr1259","p_cntrl5277"
"00010000100000101101",62844,787224,32607,27736,334,20530,4522,18167,7340,150839,25690,2341256,26036,48933,807159,120156,28127,45,4847,14239,35901,17,572,135534,680809,25,90365,208,2,197763
"01110111000000111100",7,329522,13844,10823,1760,10753,14315545,29764,165677,277527,1827,158891,46373,15510,25351,171521,15997,82287,34716,486687,2196,73102,214824,951955,857422,1784614,16811,1075605,12930,64974
"10001010100100011011",70240,63428,24639,47934,4421,201220,89321,7267,115730,35647,63430,465218,6575267,11637,30481,420505,104145,101077,30921,18552,13319,1819,122929,676116,910698,38293,11429,99957,50,6
"01111001100000001001",722509,111454,25577,3672,334,723,61181,148386,1662,34993,798619,10185,231762,7534,161573,588166,566815,2,10795,184,2735,106119,63846,145464,1093713,167074,45676,224,754,238876
"11100111100111011111",72869,36462,2040,161718,40579,21788,19299555,356624,548,35918,5988,46477,1348821,2040,25004,31941,1195556,298406,15092,140,63673,23527,921795,2723957,714763,287377,89,99216,76195,9480
"00101110100000001010",865672,3644,35489,13695,770,326065,13396,719255,26718,8290,2213742,1913,6590591,113953,76163,194854,800,1760294,2054,143111,508292,40167,13446,53442,1619930,56976,1970,18865,433046,326452
"00000101000101001000",1829746,65862,176937,12780,4,274,92189,162759,15124,4179,4350,66131,240564,1129393,239973,35980,269332,2048,880,1123,6157,30,3240,222749,316307,2185,3731178,558275,10670,387303
"10010111000010111011",367412,115687,38608,961186,2582550,94072,7934,112907,186177,155860,43243,1034843,68918,175,89635,45452,119,27369,11261,3400,16439,416,928565,1162,156057,223,224397,5256,7813,408839
"10010011001000001010",790062,2219,50597,22085,1659,4986624,63454,3643,250701,23236,3935,47222,67213,87756,4474138,9209,381744,56485,5726,6961,889382,28,25498,2522584,371354,13791,3009051,181788,250,5634
"10110111101000111101",17336666,122986,30452,75412,220296,56132,2260,40806,2877715,130314,1337919,241560,347,440916,846653,6510,21984,114806,16031,1278,422856,387187,2654,137271,6023,1197373,596180,305091,20485,289355
"11000111100101111011",7176,397574,27465,248891,18339,467732,225165,3723,177056801,16681,20951,11031,403425,67229,527986,3765,41122,2243,251682,47882,2028,19647,46326,611237,269724,43957,37663,63560,255493,330485
"01110101110101001001",2740321,118557,32731,5127,99,59884,725755,9506,2437,37308,2077,3379,174471,201708,326605,4796893,588761,2648,1479,318710,630951,1601,3911,9581,62033,32008,476373,1202,332,178562
"11111001110010101110",214268,283317,3223581,104965,3775,75956,2876,265,73709,63983,18785,126214,10354,541438,1863,687766,3473202,1992,24202,34950,3705,79838,25417,99425,1435514,778205,187018,4049,336,205452
"00011100001100110011",1056343,336515,60791,12468,25219,430661,17977,1244,481,32172,16633,3436,2615987,2907,1980153,1819,214,7051,42449,86052,34098,14361,15632,10911029,21344,308832,865883,155240,1104,458017
"01000100000010010100",7804,10694,41134,152441,3303,1745140,623138,10437,10395917,828950,52850,415077,7430143,63796,4374,5394,315094,3112088,470713,3999676,21256,2143632,51905,46466,712774,18000,241355,44950,11725,66692
"11101011001110110001",3896,199,47064,17338,231556,799,161794,3620,1426,2459,10983,2410202,29088,130705,188508,1557588,6856925,1931,463923,88635,203940,895514,21,6068,8143,248008,376627,28416,142633,51097
"01101001100111010010",16389,14711,6954561,24021,489,4145,312823,2107567,17732,227807,1858,40030,15358,89920,101939,28736,9906602,12,93110,11920,280343,348311,49457,1969652,34480,86242,1941011,347,5771,106940
"10001111100101111001",112419,28592,45102,505257,1581,7033,418940,4200,73,292471,467280,24425,349538,878,51859,32316,474,119025,350876,49063,935752,112,3277,394753,39127,1249,11757427,119860,93547,17264
"00001100001111110000",2694,313818,670768,77529,704,226220,1404,25356,228163,5043317,5643351,216404,222966,524194,116033,222205,15600,372195,57207,5598,193849,1591,314200,1761564,1137535,1076,61892,3170136,14,98403
"01100000110101011111",351603,46858,121406,223537,354433,555370,1555,4163,233799,79438,150682,45544,18039,3612,3097,4278,20677,16838,2195711,84533,75766,171033,3174,9326,1386357,2482,13165,45672,2723,425035
"00110101000110111110",1026,2288967,246,614421,175038,4435,126,1125729,8694,4002,5021,32151,2821,975,132181,123642,85195,12340,16757,6371,1318935,1572,80992,20740,158402,70135,553911,1646375,4797,2131
"10111100100000111100",18484,1269690,250822,47408,26657,589409,8987,892423,104609,1413124,845116,7972,22569,9664,15282646,22787,687336,10194,289987,443,147718,59881563,35443,332992,57692,92074,408494,55996,3842,8579
"00011111101111000101",132496,14087,42611,225513,6190,15562,81707,10191,5065,245600,141731,107460,570034,21478,55603,811120,72635,15118,3391363,181285,8895,363,76101,126452,67689,207310,522541,3109683,163,10795
"10100011110110001100",149151,251830,12937,4909,4932,4517,178505,596867,131879,16737,443404,9533,144379,934885,329112,4066557,276606,1192,597203,24802,21345140,67138,46591,11487111,3476,454277,157472,39624,4520,976
"01100000011001000001",222326,46271,64949,1432,726,17056,33981341,935,823531,44642,217582,243053,3331,1172586,75503,305490,4196509,121,14789,315,2209,6649,453,104247,106256,353688,103513,86,20925,478
"00000101010100001000",221049,1076,14488,82108,573,53579,212339,942885,1849,10854,2800302,59205,1347,107326,294111,67656,12632,3,5973,52816,190798,38,603,207373,1169,7232,52803,305,1421,19316
"11000111101001010110",10748,2432,1318,64,81654,26707,1016,21267,869478,9092,50096,433528,125,268740,7590,1185,2847,73777,68175,6526,9734,169399,45829,37700,400414,60597,33795,287905,548676,432399
"01101111101001110100",85376,461,7374,355335,8293,12991,1684493,339640,26347,136275,9823,121782,982231,398248,24387,150069,7545,58157,6606267,141143,149153,2159469,243901,44832,512063,42764,9483624,896308,476,7953
"10110000101100001000",4504796,272721,41566,60986,2,40436,335708,286153,140546,1525841,11283,19037,1068495,1059,27191,158858,108012,5,23,488,515768,45952,367,42235,7253995,841,18069,376,2250,17101
"00011001000001001110",61795,29129,976,2143411,7,63247,1682878,100542,34928,2198,546137,78001,1866940,2519642,652738,2677,1363,15,9962,22045,1799,90,64,8730504,703007,18768,137812,192,44,53765
"10001101010101111101",7894,2245309,16608,3865786,28872,5595489,16013,22276,10722,63388,371059,206733,42883,37304,8324,993,8202,1638412,28398,261677,4454,100,21595,1554136,79660,191,3161729,5268995,19585,741341
"10110001010000011100",508611,329415,201862,122283,1264,745303,28970,61544,250140,635,113964,9932075,764629,327513,3373,59500,271,80381,99542,425819,10050075,182574,257835,308,18161,400845,141251,395845,726988,42358
"10011101000101010110",2260,63233,62793,2965020,1673,49441,19390,631,162,637840,750770,36814529,148887,9309,1465629,72672,15969,13775,4196869,12275,26466,9754,2288,10057,483073,1250,9245,11322,13954,309446
"00000000100100101101",22999,1006325,63848,565340,60,37476,878036,259944,131464,166907,5059,350736,1330530,5002726,59572,150957,330161,165,48,54779,767254,24,739,400374,68956,5130,19594,3024,1,60016
"10011010100110111111",8248,3448,9842,41852,423469,27982,2500,4232,41784,219081,12142,133119,859,2099,2711452,4207,13183,25394,47512,39328,3140,207,1303354,85814,310691,51577,1479263,23435,2614,3497
"11010100001011100111",29250,35010,401626,96324,20,3124,3167611,3429921,6351047,69993,1504670,1647871,5788,1001365,449089,16527393,1967,1,2608,1838,324985,133631,543,74749,19274,657,32924,1663,455,80355
"00110000111010101010",15031,2748,25920,120947,1021,82281,995367,24184,495420,58,3573,34206,16871,10475,137135,5792389,291911,155,6,26395,905,458,914,393745,701775,21013,37987,51,362,9778333
"10001010000011001101",1621466,104591,91789,163,2230745,45460,1133616,17214,18702,3336,1939466,6776090,670338,643530,1159009,11453,2809,80478,14339,76047,8378,39,71068,414661,355,4070,18925,52002,603,4205
"11011110000010110111",26446,96318,33067,307112,1449,643,6155,1120778,459613,1184349,97263,64954,68345,3156964,151075,1483182,20030,1227,23586,320,42230,457434,70787,29427,29564,49873,6040162,776537,1311397,79428
"10010111001000101110",3633,1505473,10366676,398933,2624,181602,923049,1050633,202550,10645,3270072,24820,14262,8704,17194,522476,105223,14554,3276,7886,55891,2174,13726,18012,3515,6985,10066632,87635,788,499
"01001010010111010110",54601199,1602780,3445,368305,862426,880,578180,14410,6685,180655,1155577,730,2355582,276079,206182,5479506,1895269,34177,26870,13846,10476,263039,232,22445,46792,737,1067156,679215,22887,540957
"00010010000110100010",782965,6090,27916,65967,818,110,1590,3176,1040,1608167,141783,3668919,584972,5584,1540536,116947,3623,18159,13454,20481,15289,295,145230,7937149,4714,30604,61015,128206,1131,48531
"10010110100111111111",7775,62136,12257,7061544,2419,344489,4198,316,1050,50884,3060295,727068,33146,9033,1027962,70063,6023,908655,63791926,448498,217047,617,42606,1210680,2156,31548,12037798,1115,1826,131979
"10100010000010111100",51536,4422,24343,98110,149022,762285,229633,135315,35591,78451,2733,176,844720,208226,864546,5802,85849,409285,2788,220196,4092,562711,20327909,207515,179756,1732968,18058,36007,160607,12530
"10001010010001010101",3497,145119,3414,944573,19103,18115,4704,5170,63460,734459,316341,17259,257112,1466,14560,455209,23744,17207,24902,203942,42094,444,17914,1342174,38857,18840,50329,29366,713,587738
"10010000010110010010",624892,1608042,2985,729875,824,190633,77745,298527,69100,62371,19630143,2643,693779,31545,1064721,1281,7377,6233788,108974,697840,1553101,3179,47249,7465298,16407,4985,1415540,112992,1533,419517
"11011010111001010100",4533,1413,105413,470,352,86934,11267,3393076,37174,261658,1636629,28759,15043,10971,15323,385767,1557,217397,842754,6135,2065,39943,129831,14726,32891,1739050,1795388,2184359,89293,23759
"00000000110000111101",76969,8679,491230,224963,7150,10276,8801,104289,16288,127460,5954196,1045653,120504,252,793,34584,146,2672,2987029,1299,80248,200,4470,2839135,111754,3208566,73257,239,105,126458
"11101101110111111100",34382,845,8239,90038,1555098,87769,246,251403,49753,6503,350,1580,216051,1540678,4236,35827,124317,954691,399,1149157,81779,17271,629598,21618,48705,545120,88749,15352,2053703,649012
"01000110101101110101",2159235,53886,59870,354266,97345,15956,8869,350387,17393,44669,166631,46396,213574,1946,4551,659922,55,886525,267150,1760135,459060,4002,22498,27719,868350,28876,5020923,93529,367434,6134
"01011100100111111001",11835,4298209,5284,325580,21055,378069,633119,24819,5956,876538,87097,39964,99872,1303808,56136,22212,78581,615723,5172,15413,134,787959,40457,335,12024,1329,108323,836174,169940,16250
"01101110100100011101",673375,3933913,1491258,13713,28098,131186,4508,3631,304635,607762,14278,13222,28519,5665248,588596,60978,33433,3710,4745282,1395810,6900,158021,4332179,10693402,146987,250010,1095,262365,28386703,15837
"10000011110010111100",1725,1730,810,3277884,1457,69497,9275,1775,607684,22610,66955,122487,879337,22982,681161,24463,31766,1059,118183,102645,70586,266,163078,37663,91157,559,34347,173083,13051,1557239
"10110111111111010111",152445,10008,32416,273774,357929,203249,248419,247248,3760,24648,30599,141609,6680465,1753,3176928,304626,18021,335453,46350,10213,57397,1542,5328,574202,1575,10943,341553,17790,3828081,38250
"10010110010100001100",91935,64481,267618,4855,10565,238766,1800,693908,4312,41861,34429777,9287,347627,63055,19052,399788,5858,564215,933150,4150197,797,131,9165,1502791,651695,183310,19632,5760,12379,12453
"01100010011000100001",35060,2309,21980264,32284,41987,195398,6429375,22161,103091,7206,355488,323197,7020,1380098,42480,182694,1660738,93237,323985,894566,2384,1311024,145600,6558,124708,5596,171324,53180,1428724,12153
"11110000000110111100",23435,67990,61887,339116,985159,762309,9433,11572,3365919,162036,136377,29881,1690,126283,1314,1150762,452239,231575,1210239,5532,139747,17868,728456,91079,5943,606885,565,168251,2532,114093
"10010101111110011010",32583,36433,1059,2279289,12899,2233975,25289,201320,56859,285645,14345,169273,5196814,1021,820908,2434100,1010860,3983,2676027,200970,8448,2020,19807,19879,527591,35871,45544,37501,62265,1841074
"11010010101101101001",1429525,279421,5150,25215,26702,275070,18096,531292,2998,31364,3686536,784211,23616,623287,27963,102,41938,7927,54641,8403,68671,2776,1289287,870798,7025,3931261,8444,213019,1405050,1952
"10101110111011010101",10749321,7409,1980560,46480,78545,2258890,3434,9524905,24777,151842,434998,145344,15156,176398,144956,29313,88772,66298,541,564101,49383,74844,318,164992,3177335,14246,118652,58011,4382,354193
"01001000111110000101",212823,86120,48492,102063,176,7567,1932498,118788,1567,4283,6350,38925,3662,2269841,2971769,7380468,610694,1199,4874,613,622173,39700,173709,70491,505736,19615,645207,8341,5658,39892
"01011101011100010101",36607,93316,40944,1193509,21158,122913,415576,242527,7959,117453,1159,59336,17250,26765,947,3293,15064,40480,50362,248253,15252,38267,55295,5822,18412,159734,4131,17203,129865,1948
"11011010010001101100",7233,181862,1225036,1517,6736,10919,11207,1169,60827,18928,3508,122867,26824,1588506,1631,523150,192157,1425569,6944,119167,4338475,44981,8091,263645,4537,125579,54083,9642590,201112,1024
"00000000101010101100",18514,184137,2761734,14446,15,7472,194044,50063,269450,729427,165920,1211607,983142,22238,1957714,3356851,14822,0,5114,186,1171466,451,5862,2713344,34455,276,134447,4557,2561,6992896
"00111101100001001100",6636,598376,89551,487343,645,10769,4894,96800,292636,567,18078,2326,64538,141907,852386,812857,552658,208,12943,251,17273,235019,56770,33834,10644,35570,199583,525,379,9831
"01101110010001111101",5922298,131332,2611,933,2794982,123233,1687,48725,18380,19120,88000,3104396,2598,410572,617738,444,8662299,46041,396,3394446,6009,167192,68903,96055,1150,122718,22531,2298412,176701,1147
"01111101101110010111",95086,326222,1563917,502490,7514,121567,3628123,68277,34878,259174,1543,39925,20606,45350,1316,29632,10281,17917,31727,25700,99967,6628725,3621,137228,139896,10765,16464,880,184530,165918
"01001000011010100100",1169204,269244,86816493,15508,754,2630419,815056292,73396,33440,16992,67786,540,38145,2040554,58757,2168983,266632,5,250,2349,1093,15330,6937,5879,103572,7435,189308,20173,5232,380969
"00111000001110110001",3020,6052,28013,3820108,589283,33205,472712,42852,13032,54390,2530840,53008,69809,13976,125007,84868,197202,525233,54528,30832,26933,236935,205028,486665,17276483,451,312514,5826860,98500,1126473
"01110001110010110000",33565,70343,636,90558,32410,509580,299067,671,161,1725745,745818,134,268186,123532,1769698,44506,4433,315446,35706,105953,30035,62524,210,310233,1645952,649208,81092,556994,529405,25200994
"10010110001000010001",4547,1006109,1879232,518830,23306,78682,569,970700,692,327313,12050486,2754249,386404,20234,858046,438320,342,4520098,77365,8491393,147518,5,426375,3540142,178546,4351,80202,387215,10,71774
"10001001110010111101",18893,27034,25497,366258,1466,3307,1954,729754,54551,62845,224405,601,7503,25261,1294852,256645,3487,36766,34967,1830097,81765,1042,9793,119443,1923,537,19284,498571,773,7249
"11101011000000101010",258476,8214,1197060,146900,96573,4204358,900809,55898,78719,53740,104153,72247,374651,166455,39742,115008,203164,574068,36699,65236,7729,1425,143787,418823,339785,66820,136600,1688951,61345496,4959
"10111100010100100110",2410836,374823,1361,100435,293,231,441527,2184269,41955,3342,17309,41156,203063,192238,14880,943379,109132,1232,12891,19,1874758,461,16097,72680,69956,245055,33833,1073,6013,3953
"10101111001100101100",39190,2646,12114,1482,77298,39695,1351782,10060,29212,2228169,85608,51862,65537,124437,41079,367,465840,65136,389605,15118,9670,10020,155027,14962,15542,1547069,1082675,5879098,36348,1350191
"00010000001110011011",644643,7929,84262,1176101,696,17926,15374,875012,186060,1483,487611,35833,3718241,47025,3638,45645,22031,194490,112720,195440,5752,3817,52833,6021,1062,221217,1195400,6518,10826,6367
"11100010110000000110",5446759,165065,1997,71391,667562,306749,158278,55218,5520097,92891,5910,658968,7976,1212847,105024,73625,434357,23660,28802,413605,3212800,31758,3127217,866501,387774,259427,34,367618,204130,21584
"00010111001010110001",872243,109038,371,1111922,296253,6826,8444,37641,1975692,111601,16767,141123,24171,14865,400846,681,23843,24316,44307,21908,5337,198,119,1268974,740771,976,1671548,8119,63,1486
"11101110101101100110",393837,24529,86892,2931,1111,9665,274032,5537,2156,321358,4444,18591,505855,5975,212436,322,2373151,1472414,489560,3228,327050,5244,32008,76426,1433509,160049,432848,7875874,46365,22087
"11101010001000111110",4959,346406,3407601,3414168,1869,155281,32930,744,271499,265410,508337,370,214262,121175,17433,529,2947,956,1482,228428,65842,31876,3994,7629206,13655,37410,152804,1361698,26534,29012
"01010100001111000011",127570,323957,369773,4767,6,73129,23234,21383,105379,87746,1795,33469,42843,394239,73439,6225424,951699,4,201,1433,38069,140168,360,738116,15831,546314,37442,73850,7416,3551
"11001100001111110100",32277,3683,8988,73921,62799,159613,4575,66335,1058,38551,3468,1041412,154702,360355,811731,17520,249588,1160,269253,10304,5759320,203534,897857,235955,13946,46,1031236,17941,3108677,1846
"01011011010011001100",352309,29033,158512,2085,6497778,332608,5600,170478,17,10838,3100,347353,32654,9776885,1374,4069,75573,9587,55421,3461336,11671,1005,326652,10771,2408,247,1069857,117,115979,462519
"10100110100001101000",102429,84698,74519,928,218960,20936,707133,5116785,8849,96050,472787,680167,1422643,242492,199353,9171,393552,5091,93132,454478,10753,1905410,410211,79525,4519,2097715,872,57474,65,225
"00101111011010111111",34,719265,66628,29022,899995,472803,16241,116921,124957,53798,2652,460456,1194699,37415,6626,2381406,3910765,350270,193823,24991,437371,10946,260783,9658,2822,289344,19970,96,91264,16130
"11110011111100110110",28136,1081507,186321,66223,30999,1432,1091297,617,292413,416147,2778973,31614,38614,14107,17476,437395,21435,36689,448527,7234,47106,559307,3684,58122,2240729,10879,10360,17009,9410,171678
"10010100010001011000",121123,972199,201591,1121108,4032,46265,80862,1126668,12838,8210,734228,161501,147241,638752,914147,197934,9257,170241,52921,749009,437,452,15790,809012,455178,4100,113690,9466,484,80193
"00011100100111100001",34143,105329,3270,44619,1011,10468,435609,12330,1965899,5266,8451,3663,8273,326485,519759,50057,10437,315,804,5976,269039,241,470,156359,308200,768,1350914,10,30,16045
"00001101010010010011",61793,523,19945,48617,10328,56266,85146,186019,136948,21326,181197,60133,850201,255713,32421,887187,246,10855,83952,687787,4119,532,24116,94096,67145,4714,12380,51156,12687,37484
"11101100000111000011",102657,680,77156,221,2547,17775,125107,4642,134144,519962,151507,329328,186586,12632,1599980,11584178,22233,209,15353,431,230798,5243,28924,10032,28993451,107,1321625,12094,619,4374
"01110101111001111101",37075,50431,5217,44446,1907,24182,26647,347263,1386122,244786,35772,1783,799,46381,22514,215868,563036,320,228591,12889,5,1001,2090068,2420,708253,3953,33905,16726,37764,109133
"00111000000011001110",426667,129048,16187,2347,1223,1920342,3989628,51777,56346,79936,581,517025,203766,996642,44558,107664,8848,3800,28624,25,137898,5526,15123,37007,22367,51227,3912175,38,5571,299495
"00001111010011010001",4935,68308,4974,315043,120533,19816251,128297,1126154,1623879,861833,6310,301963,1936002,260182,34299,79818,1629928,6228,432027,12747,119272,1622,528,1283738,4880478,28334,840807,6203311,2575,6699
"10111110101001101011",31069,336491,59538,200350,253020,282287,35588,609777,5221,16245,2042,5010,160299,19175,9755,1384589,52717,14,16697,144277,6521,4929,390,8343,2332,19212,108084,219831,1398674,402179
"10110101101111010011",360697,18277,5064,31278,11044468,6082,491297,2161160,31315,192641,5014,10337,809579,48320,12055,1789,137552,4220,398737,1668,254232,17048,22274,242077,218735,1255373,143263,2848,15925,39833
"01101101100001000000",11028,5018,54061,1048,3,207760,1058428,69207,51597,3894,47844,83280,49326,39218,461718,39239,38464,80,160621,501,1707641,3291,165,386694,538187,539911,12442,15791,18616,58020
"00110101001100100110",16945184,1063,90053,11735,2843,752409,52244,61198,5066872,111071,4543,880,23788,306450,29810,3078311,51800,1,50,4283,49018,52307,6625,15748,2862525,21701,30061,5,325304,2765
"01011010010100111001",64537,1072054,1583812,21580,11001,840491,703036,26752,9810,4533,816,167459,394396,5131,1680146,201714,273581,28308,116701,926342,490197,44046,116205,106806,52125,37989,75098,65769,842362,629826
"11110100101010100010",737843,23857,833766,8181,73,2790,55653,33379,7812,1056,1873248,38014,2227,58339,51795,91526,328283,7,110,829,75574,15930,47906,53219,695472,27459,133691,353,3012,1810944
"00110100001000000001",476,1875,5280,70632,25946,18710,67227,134690,175643,6334,82342,8311,1005,16677,22740,206779,43906,2,14933,181,7518602,62821,27985,417833,32862,24710,1039,404,93,30004
"01001010111100110110",1061694,258618,62809,180601,24246,1737,46929,2398,23918508,1230972,1477727,87761,248394,208827,14575,300226,16581,23288814,1362120,13273665,118499868,1151582,2963684,851,56508,2149,78057,276177,29597,44339
"01110100001101011101",84231,148615,57969,516534,639912,1617,130152,305,13601,2406,4823600,53917,354078,137294,74680,4719,3172767,90723,6242122,38892,4369864,1440619,11006,24311,18931,237506,19498,87669,28338,6668
"11011000000111101011",9895320,41428,16678,98333,1284,646963,19579,1026114,1384424,2601,626662,1191,48113,62127,1547406,31838,63713,145,2333,512,4224,19264,127,268,95172,347,657,1481,139230,1412211
"01011000110111110100",4123,16361,160261,63619,10099,18431,6102,58176,428476,933492,8651,82691,29146,70177,99003,62812,1062126,448348,19820,142584,931,145937,59355,2606982,12112,916482,161815,2576910,491856,610773
"01001110111100010001",1187,18393,94212,713354,1470,70944,568661,18354,8397,43304,249951,394329,104539,19718,276731,17360,25162,43547,282,1174315,107217,299635,8098,108783,5253,508554,87593,96932,168618,60230
"01001100010011001101",150602,13200,7473609,7491,2842,20333,775286,1650,3102209,2529,23988,10975,755045,2456360,7796,1038437,81327,25,12107,1953,56032,156655,59,3363,9804,362137,1880,9656,345,138183
"10101111101000001000",108852,346406,31775,9,124724,859,281114,16311,91827,82182,2501184,15028,421749,1253744,1136581,47845,356,2251201,840,96284,1182717,143065,28615,102390,27497,4482,78474,8683,605556,508856
"10101001110001011101",7430,89005,130804,95596,28700,198334,375990,90425,1873309,3088,206776,19790,29213,830919,15082,3926,29940,255499,1539,863541,704702,67653,142905,61133,17271,15192,1006187,1148920,6422,814408
"01110011011110011101",38407,90383,3153,626781,301062,196623,3096,33407,89883,1324991,260483,10085518,342364,7680,109207,4093684,224432,3351866,130422,19113199,1,71482,28163,3030,4078,171435,31120,286,5651,1641956
"10110000101111111110",166421,807936,466835,444657,64737,111561,2145,160773,93015,326531,378239,103614,473554,601294,237978,37787,554052,3336,2133246,59770,108468,297709,1837740,76821,824240,11925,116091,1043,46439,1207630
"10110100000111110110",39907,569492,2891772,734857,15380,2728,932067,1473,11265,1461528,155941,3162,3932560,29,77349,122295,161612,954940,52015,239524,115869,10865,176262,1702,380314,143125,908640,25946,422274,9538
"00000011011110101111",112917,22726396,386546,10729358,16,9116,124359,25042,2661596,259262,5314480,247416,1747,865,15033,57136,8313,43716,14194,4189843,80013,3513,50844,16894,3948582,13852,4835,22421,1010,55208
"10111000101110001011",53266,26649,585,760,84,146576,20221,4057,488097,3468,39845,307589,11495,457821,1365465,764547,9510922,1149,459,65178,4348,18267,19044,6277,1028633,44725,525,14375,1745,116197
"11011101100111011101",132707,303688,3547049,72835,3780,1516297,414619,56750,249961,6682231,205142,4636,301500,162,315306,524664,240,87300,829,1040421,1237153,71974,3807,174185,9514,354113,238792,3843,1939,10771888
"10000101110110010010",173729,58201,11352,5383981,15741,29031,19293,8351,5600,1962500,485118,2017,5723365,2978,218973,50,3579,166653,6478687,20706,7022,18,705290,138080582,1521986,82622,3843,92666,2896,71299
"01100010001000100000",2098915,618857,29730905,453989,311532,4866731,339771,420681,260670,14181,160,12533,50809,29127,39847,67786,1752306,4998019,342619,1533,28085,12054965,173790,10336,23504304,4019,25142,912113,54298,29157
"10000000010000110010",62609,169562,621438,39457,8774,1259208,1584,457843,394813,63635,643560,41041,1798299,3757,5672176,4734,22,247564,565152,22409,77,3901,39921,992,17362,75596,12147,758951,4275,26715
"00010000111110100001",72028,280328,359103,13569,75,3170,611952,14429,122110,336372,59392,18888,5826,49052,168772,15628,9974,638,313,2625,16633,797,66,226521,251161,1136,1207946,157,158,40770
"10100010011000101011",86864878,144364,148729,755466,3867,53531,5725,87828,408630,141010,25336,522,27111,17416607,351123,4399,210096,303,96237,27422,228,146416,926848,353044,29943,999945,729,816480,2139439,107703
"11011000011100011010",222345,2060508,4748533,1077070,56375,126359,130802,37029,92519,2923,360848,290703,5858,56745,5503,2031002,394524,14888,3533,264535,45183,25227,511673,167,3516,34176,41157,20509,115651,119217
"00000101001100011011",121485,16609,3644,350663,10123,130274,145748,291294,203464,123338,7192870,158121,10022699,1321338,13854942,1963292,15017,390913,2162,96677,106820,7893,23843,6146,1429801,194148,56162,30415,1991,317617
"11000001000010110001",741,5198,409,3389,304613,13204,245712,20667,97498,9265,20338,14388,4779,4468961,39152,415769,34283,352087,5005,146,549686,79826,7009835,69028,5634,1854384,16690,49129,929,307
"11100101111100110111",16056,392278,1225863,17127,29202,1436958,489,8944,27792,1020458,483755,1210298,7875,2185,78735,37470,10350,54480,17808,47505,258772,11188,43377,17189,32141,2050195,6231,17843,31448,49016
"00000001011110010011",224232,194497,809304,1098456,8485,60215,81176,6620,227277,399164,38361,230862,615277,57741,286537,873677,54134,751994,2934766,522,1010915,6461,1402,3613232,111527,98492,2014334,13990,37512,4722
"00000111000101010111",223364,2234133,14691,507395,6441,119927,358619,15826,238045,425656,56520,16548,20056,1329017,165259,375550,10645,32871,72813,234933,12815,1882,32340,6501614,38573,5436,50310,93608,107,9145
"01010011011011110001",5609,13631,7030,75156,11100,3965,9429,47905,52900,24900,317,205479,7274,28742,641822,180233,27946,79178,8597,18047,499,6237,105599,1009299,115186,43208,2747236,2344761,101978,1099401
"10100100111101111001",18213,20500,52023,8145,38710,182484,614,1107416,9194,255906,819128,6423,96627,1469304,3081,43494,188258,187676,383107,1019639,1862778,71519,608008,498885,634,1656810,65572,18016,299914,4828
"11011011010101011101",174395,2847,235972,31254,122872,148798,36187,208155,1485,3985,170,22377,135547,6729430,48862,10489,802,6343,43874,32005,733,2091540,389033,7092,2353,2376055,647220,132688,6643,118695
"00001100011011000100",1009462,16352,37933,172439,60,432391,44043,312229,28857,1144306,155364,8583,31729,51319,62130,4923069,3763462,871,27,252,2989926,154,2437,1937124,20962,496,148217,4841,426,113583
"11100001101110000001",4493,26321,6996,18146,45,585,30363,67625,58535,1663,373194,110408,447722,285254,4721,142079,23203,180,4088,49,11976,7791,1227,2790292,182352,93344,165804,390,2581,254611
"11011001001001111111",2158,5310,551218,991798,2390060,1553,426726,2690043,6840971,35119,3871,190099,2927,9364493,384549,7852,8591,6377,2908,33317,82062,8422,12963,95501,1024,20884,1012310,138359,50531,210129
"10011110010000111000",17,63394,122382,1883079,1790,2556,108205,415584,441847,47037,409597,2500,3221539,239526,291066,862,46446,3985,60408,1182370,2230,5,1596842,168242,536327,23335,16812,499398,341,6600
"11001101101010010000",9543,3123,267416,697926,71,162229,1470581,188947,1109075,95466,404627,756535,697,15921,7275891,35704,141613,928,29374,912746,1820,3116,320886,35284100,6742,24264,107383,122449,36,1012
"00100011001010110001",13238,144415,295520,346148,154819,69991,9276,13870,41175,11186,17377,13150,28464,831960,7002728,419614,309616,1996,93,1355833,7378,34230,7014,16073,41,2341,27912,2789,196149,609
"11000101101010101010",47093,24165,26587,18052,44,2471,375150,50096,50811,702,29112,2585540,372,507836,31981,98548,60581,166,24236,12135,2813801,13645,4038,9478328,179737,1098,83776,2614,145921,298152
"11111010001011011111",28288,30283,17168,3619,502458,95643,125791,84652,25983,8295,21757,345062,50470,177541,465,24906,106282,81671,546973,166536,4022,587775,2836366,196569,41427,1802,87841,11664770,3410462,616146
"10010100111001111011",4081,21369,1417731,132724,1084,283381,613204,6141,5719,62866,389637,30664,11869,576997,124085,35209,27429,8676,104529,38582,12756,898,30549,1566,50932,404,444156,62339,4028,15678
